Name,Sex,Event,Equipment,Age,AgeClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Wilks,McCulloch,Glossbrenner,IPFPoints,Tested,Country,Federation,Date,MeetCountry,MeetState,MeetName
Sophia Darawal,F,SBD,Raw,12.5,13-15,FR-G,70.37,72,80.0,87.5,-97.5,,87.5,-42.5,45.0,-50.0,,45.0,95.0,105.0,112.5,,112.5,245.0,G,242.86,310.85,214.05,401.21,Yes,,USAPL,2017-10-10,USA,FL,Raw National Championships
Joanna Marriott,F,SBD,Raw,,,Open,55.0,57,,,,,90.0,,,,,55.0,,,,,130.0,275.0,4,328.17,328.17,290.39,502.99,Yes,,CPU,2014-11-29,Canada,ON,OPA Classic Provincials
Danielle Mckelvey,F,SBD,Raw,30.5,24-34,FR-O,67.1,72,85.0,-90.0,90.0,,90.0,42.5,47.5,-50.0,,47.5,80.0,85.0,-90.0,,85.0,222.5,3,228.06,228.06,201.2,370.1,Yes,,USAPL,2018-07-14,USA,CA,California State Games
Alicia d'Arragon,F,SBD,Raw,21.5,20-23,Juniors,71.9,72,90.0,95.0,100.0,,100.0,50.0,55.0,-60.0,,55.0,125.0,132.5,140.0,,140.0,295.0,1,288.2,291.08,253.87,480.27,Yes,,BVDK,2018-09-29,Germany,MV,NDM KDK
Emilie Dick,F,SBD,Raw,,,Amateur Open,51.89,52,,,,,82.5,,,,,45.0,,,,,95.0,222.5,1,277.83,277.83,246.29,411.78,Yes,,RPS,2018-11-03,USA,NC,Braggin' Rights
Cara Wochaski,F,SBD,Raw,20.0,20-23,Juniors 20-23,68.5,75,,,,,155.0,,,,,85.0,,,,,165.0,405.0,1,409.05,421.32,360.74,676.09,,USA,USPA,2017-06-03,USA,CA,NASPOWER Here Comes the Boom Powerlifting
Jade Schanze,F,SBD,Raw,,,FR-T2,55.5,57,,,,,97.5,,,,,57.5,,,,,110.0,265.0,1,314.0,314.0,277.8,481.49,Yes,,USAPL,2015-02-21,USA,MN,Minnesota State Powerlifting Open
Kimberley Cooper,F,SBD,Raw,29.5,24-34,Open,56.3,57,52.5,57.5,60.0,,60.0,45.0,-50.0,-50.0,,45.0,100.0,110.0,115.0,,115.0,220.0,2,257.77,257.77,227.98,392.25,Yes,,PA,2015-12-05,Australia,QLD,NQ Open IV - Iron Strength
Carly Adams,F,SBD,Raw,20.5,20-23,FR-O,71.0,72,100.0,110.0,115.0,,115.0,-57.5,-57.5,-57.5,,,-115.0,,,,,,DQ,,,,,Yes,,USAPL,2017-08-26,USA,MT,Big Iron Classic
Erika Garner,F,SBD,Raw,25.0,24-34,Open,58.6,60,,,,,97.5,,,,,60.0,,,,,145.0,302.5,2,343.5,343.5,303.6,539.29,,,USPA,2017-12-02,USA,KY,Kentucky State Championship
Caroline Lewis,F,SBD,Raw,26.0,24-34,Open,58.79,60,,,,,95.0,,,,,50.0,,,,,130.0,275.0,4,311.49,311.49,275.29,487.36,,,USPA,2015-02-21,USA,CA,Pacific Coast Open
Carm Ingel,F,SBD,Raw,39.5,35-39,Masters 1,62.45,63,82.5,92.5,-97.5,,92.5,47.5,52.5,-55.0,,52.5,95.0,107.5,110.0,,110.0,255.0,3,275.69,275.69,243.46,438.54,Yes,South Africa,SAPF,2015-08-29,South Africa,,Gauteng Raw Powerlifting Championships
Kenzie Rossi,F,SBD,Raw,23.0,20-23,Juniors 20-23,75.0,75,,,,,107.5,,,,,60.0,,,,,120.0,287.5,1,273.31,273.31,240.42,460.19,Yes,,NORCAL,2016-03-20,USA,CA,I Powerlift Like a Girl
Zohra Tatar,F,SBD,Raw,23.5,24-34,Open,65.75,72,90.0,-100.0,-100.0,,90.0,45.0,47.5,-50.0,,47.5,-130.0,130.0,-135.0,,130.0,267.5,2,278.27,278.27,245.58,450.94,Yes,Algeria,AfricanPF,2016-10-20,South Africa,,African Classic Powerlifting Championships
Asheri Gamsi,F,SBD,Raw,,,F-C-Open,81.6,84,55.0,62.5,67.5,,67.5,35.0,40.0,42.5,,42.5,85.0,95.0,102.5,,102.5,212.5,3,192.35,192.35,168.49,330.63,Yes,,EPA,2018-05-12,England,,Northern Universities
Megan Vizzini,F,SBD,Raw,24.0,24-34,Open,65.88,67.5,,,,,130.0,,,,,67.5,,,,,150.0,347.5,1,360.97,360.97,318.55,589.09,,,USPA,2016-03-12,USA,OR,Southern Oregon Powerlifting Meet
Allison Cross,F,SBD,Raw,29.5,24-34,FR-O,50.7,52,97.5,102.5,-107.5,,102.5,60.0,-65.0,-65.0,,60.0,127.5,137.5,140.0,,140.0,302.5,2,384.52,384.52,341.2,580.53,Yes,,USAPL,2018-08-05,USA,PA,Mid-Atlantic Regionals
Ashley Trapp,F,SBD,Raw,28.5,24-34,FR-O,54.5,57,80.0,82.5,85.0,,85.0,50.0,52.5,-55.0,,52.5,92.5,97.5,102.5,,102.5,240.0,1,288.46,288.46,255.31,436.88,Yes,,USAPL,2016-09-25,USA,FL,10th Annual South Florida Open Powerlifting Championships
Shannon Schriver,F,SBD,Raw,29.5,24-34,FR-O,56.7,57,67.5,75.0,-80.0,,75.0,-42.5,47.5,52.5,,52.5,107.5,120.0,-132.5,,120.0,247.5,2,288.39,288.39,255.03,443.37,Yes,,USAPL,2015-04-18,USA,PA,PA State Championships
Cathy Brock,F,SBD,Raw,35.0,35-39,Open,51.0,52,,,,,87.5,,,,,45.0,,,,,112.5,245.0,1,310.02,310.02,275.03,461.13,Yes,,USPA,2018-10-13,USA,OR,Drug Tested Oregon State Championships
Rafaela Kirloss,F,SBD,Raw,,,Open,45.3,47,,,,,67.5,,,,,42.5,,,,,82.5,192.5,1,265.73,265.73,237.63,373.55,Yes,,CPU,2016-10-15,Canada,BC,BCPA Fall Classic
Sarah Jean Johnson,F,SBD,Raw,22.0,20-23,FR-O,78.4,84,122.5,131.5,138.4,,138.4,68.0,77.1,86.2,,86.2,142.9,152.0,161.0,,161.0,385.6,2,356.9,360.47,313.33,606.3,Yes,,USAPL,2016-11-12,USA,PA,Iron Lion
Sonia Chung,F,SBD,Raw,22.5,20-23,Juniors,62.66,63,135.0,142.5,-147.5,,142.5,60.0,65.0,-67.5,,65.0,110.0,120.0,-125.0,,120.0,327.5,6,353.17,353.17,311.87,567.33,Yes,New Zealand,CommonwealthPF,2015-12-01,Canada,BC,Commonwealth Championships
Leilana Tupua-Rodriguez,F,SBD,Raw,24.0,24-34,Open,59.35,60,,,,,140.0,,,,,82.5,,,,,147.5,370.0,2,416.01,416.01,367.62,660.69,,,USPA,2018-10-20,USA,MO,Red White and Blue Powerlifting Championships
Chrissy Belo,F,SBD,Raw,38.0,35-39,Submasters 35-39,51.3,52,,,,83.0,82.5,,,,,52.5,,,,,127.5,262.5,1,330.68,330.68,293.27,495.43,,,USPA,2014-10-18,USA,CA,Central California Open Powerlifting Championships
Judy Woodson,F,SBD,Raw,62.5,60-64,FR-M3a,73.75,84,57.5,62.5,-67.5,,62.5,45.0,47.5,-50.0,,47.5,97.5,105.0,120.0,,120.0,230.0,1,220.99,307.84,194.51,369.95,Yes,,USAPL,2019-03-09,USA,IA,Iowa State Championships
Anna Pearl Belinda,F,SBD,Raw,18.5,18-19,FR-O,62.2,63,63.5,70.3,-77.1,,70.3,40.8,43.1,45.4,,45.4,72.6,81.7,90.7,,90.7,206.4,18,223.83,232.78,197.67,352.14,Yes,,USAPL,2016-11-12,USA,PA,Iron Lion
Mariya Timoshina,F,SBD,Raw,32.0,24-34,Open,62.0,63,,,,,100.0,,,,,97.5,,,,,122.5,320.0,4,347.87,347.87,307.24,556.68,Yes,Kazakhstan,KPF,2016-04-02,Kazakhstan,,Kazakhstan Classic Powerlifting Cup
Van Nguyen,F,SBD,Raw,29.0,24-34,Open,59.4,60,,,,,142.5,,,,,57.5,,,,,145.0,345.0,1,387.65,387.65,342.55,614.27,,,USPA,2016-10-15,USA,TX,Houston Fall Classic
Ciarra Hutton,F,SBD,Raw,23.0,20-23,Open,79.6,82.5,,,,,165.0,,,,,87.5,,,,,212.5,465.0,2,426.67,426.67,374.29,725.99,,USA,USPA,2018-08-25,USA,CA,Anaheim Fit Expo
Deanna Lopez,F,SBD,Raw,25.0,24-34,Open,60.0,60,,,,,132.5,,,,,77.5,,,,,160.0,370.0,1,412.51,412.51,364.47,657.08,,USA,IPL,2018-10-27,USA,CA,San Diego Fit Expo
Kellie Jaenicke,F,SBD,Raw,20.5,20-23,FR-Jr,67.4,72,105.0,112.5,-117.5,,112.5,60.0,65.0,67.5,,67.5,120.0,132.5,-140.0,,132.5,312.5,2,319.28,325.67,281.66,523.22,Yes,,USAPL,2018-06-09,USA,WA,Seattle Strength and Power
Abigale Modesette,F,SBD,Raw,17.5,18-19,FR-T2,64.3,72,87.5,92.5,100.0,,100.0,40.0,45.0,-50.0,,45.0,85.0,-92.5,92.5,,92.5,237.5,25,251.18,266.25,221.74,402.46,Yes,,USAPL,2019-03-02,USA,WI,WHSPA State Championship
Brenda Otanez,F,SBD,Raw,19.0,18-19,Juniors 18-19,65.3,67.5,,,,,120.0,,,,,65.0,,,,182.5,177.5,362.5,1,379.01,394.17,334.51,617.6,,,USPA,2016-09-03,USA,CA,DCS Fall Open
Julia Hsu,F,SBD,Raw,20.0,20-23,FR-Jr,59.6,63,62.5,70.0,-72.5,,70.0,55.0,-62.5,-62.5,,55.0,85.0,90.0,95.0,,95.0,220.0,1,246.55,253.95,217.86,383.02,Yes,,USAPL,2017-01-28,USA,NY,Northeast Iron Beast Classic IV NYS Championships
Roberta Faresi,F,SBD,Raw,41.5,40-44,FR-M1a,60.45,63,102.5,107.5,-110.0,,107.5,57.5,60.0,62.5,,62.5,112.5,117.5,120.0,,120.0,290.0,1,321.45,324.67,283.99,508.61,Yes,,USAPL,2019-01-26,USA,FL,Boynton Barbell Championship
Kari Snelding,F,SBD,Raw,21.0,20-23,Juniors 20-23,54.8,56,,,,,85.0,,,,,55.0,,,,,110.0,250.0,2,299.19,305.17,264.77,455.24,,,USPA,2018-01-14,USA,KS,The Foundation's Best of the Midwest Pro/Am
Marcelle Davis-Ford,F,SBD,Raw,48.5,45-49,FR-M1b,55.2,57,87.5,97.5,-102.5,,97.5,60.0,65.0,67.5,,67.5,127.5,135.0,140.0,,140.0,305.0,1,362.93,398.14,321.13,560.19,Yes,,USAPL,2018-06-09,USA,WA,Seattle Strength and Power
Courtney Potter,F,SBD,Raw,35.5,35-39,Open,68.5,72,87.5,95.0,100.0,,100.0,50.0,55.0,-60.0,,55.0,107.5,-117.5,-117.5,,107.5,262.5,1,265.12,265.12,233.81,434.97,Yes,,PA,2016-03-06,Australia,NSW,Clean Health Cup
Jessica Everett,F,SBD,Raw,36.5,35-39,Open,63.4,72,,,,,105.0,,,,,60.0,,,,,145.0,310.0,1,331.34,331.34,292.56,533.23,Yes,,CPU,2018-08-25,Canada,SK,Saskatchewan North Open
Kelly Chadwick,F,SBD,Raw,23.5,24-34,FR-O,68.2,72,85.0,92.5,95.0,,95.0,45.0,-50.0,-52.5,,45.0,122.5,130.0,137.5,,137.5,277.5,2,281.15,281.15,247.96,461.18,Yes,,USAPL,2017-09-09,USA,CT,Connecticut Fall Classic
Lauren Center,F,SBD,Raw,22.5,20-23,FR-Jr,62.46,63,125.0,130.0,135.0,,135.0,67.5,72.5,77.5,,77.5,167.5,175.0,177.5,,177.5,390.0,1,421.59,421.59,372.31,679.96,Yes,,USAPL,2018-09-15,USA,TX,Iron Wars
Johanna Dahlstedt,F,SBD,Raw,,,Open,54.0,57,,,,,100.0,,,,,67.5,,,,,122.5,290.0,1,351.07,351.07,310.81,537.01,Yes,,SSF,2015-03-21,Sweden,,Norrlandsmästerskapen KLSL
Ivanna Matushchak,F,SBD,Raw,14.0,13-15,Sub-Juniors,44.75,47,,,,,70.0,,,,,50.0,,,,,95.0,215.0,2,299.3,368.14,267.97,426.46,Yes,,UkrainePF,2018-03-13,Ukraine,,Ukrainian Classic Powerlifting Championships
Katerina Gerasimchuk,F,SBD,Raw,21.5,20-23,J,63.7,,110.0,120.0,125.0,,125.0,45.0,50.0,55.0,,55.0,-130.0,-130.0,130.0,,130.0,310.0,1,330.16,333.46,291.5,532.09,,,UPC,2017-12-02,Ukraine,,Kyev Cup
Sarah Nilsen Evensen,F,SBD,Raw,22.5,20-23,Juniors 19-23,69.1,72,90.0,95.0,100.0,,100.0,70.0,75.0,80.0,,80.0,115.0,120.0,125.0,,125.0,305.0,1,306.17,306.17,269.96,505.01,Yes,Norway,NSF,2018-02-10,Norway,,Åpent stevne
Caroline Acoca,F,SBD,Raw,24.0,24-34,Open,55.0,57,,,,,105.0,,,,,60.0,,,,,127.5,292.5,7,349.05,349.05,308.87,536.95,Yes,,CPU,2018-08-24,Canada,ON,Central Canadian Championship
Valeriya Marushchak,F,SBD,Raw,13.0,13-15,Sub-Juniors,75.31,84,,,,,75.0,,,,,37.5,,,,,95.0,207.5,4,196.75,251.84,173.04,331.19,Yes,,UkrainePF,2018-03-13,Ukraine,,Ukrainian Classic Powerlifting Championships
Kayleigh Marinac,F,SBD,Raw,26.5,24-34,FR-O,95.15,84+,-110.0,-115.0,115.0,,115.0,50.0,52.5,55.0,,55.0,115.0,122.5,130.0,,130.0,300.0,1,253.78,253.78,219.32,440.3,Yes,,USAPL,2016-12-10,USA,PA,Holiday Havoc
Marielle Rayer,F,SBD,Raw,,20-23,Amateur Juniors 20-23,68.13,75,,,,,88.45,,,,,54.43,,,,,104.33,247.21,2,250.64,250.64,221.06,409.96,Yes,,RPS,2015-11-14,USA,NJ,Autumn Apocalypse
Megan Tang,F,SBD,Raw,20.0,20-23,Open,50.44,52,,,,,102.5,,,,,47.5,,,,,127.5,277.5,1,354.12,364.75,314.31,530.64,,,USPA,2015-01-24,USA,CA,Raw Collegiate National Powerlifting Championships
Breanne Wells,F,SBD,Raw,24.5,24-34,Open,67.7,72,77.5,85.0,90.0,,90.0,57.5,60.0,62.5,,62.5,115.0,-127.5,-127.5,,115.0,267.5,3,272.44,272.44,240.32,445.55,Yes,,PA,2018-12-23,Australia,VIC,Hawthorne Christmas Challenge
Natasha Nagum,F,SBD,Raw,25.0,24-34,Open,49.0,52,,,,,80.0,,,,,62.5,,,,,132.5,275.0,1,358.69,358.69,318.85,533.65,,,USPA,2017-03-04,USA,HI,Maui Powerlifting Championships
Monique Boddie,F,SBD,Raw,35.0,35-39,Submasters 35-39,110.65,90+,,,,,180.0,,,,,120.0,,,,187.5,185.0,485.0,1,393.85,393.85,335.17,663.98,,,USPA,2017-02-25,USA,CA,Pacific Coast Open
Emma Victoria Knutsen,F,SBD,Raw,,,Open,80.56,84,92.5,97.5,105.0,,105.0,52.5,57.5,-60.0,,57.5,120.0,130.0,-135.0,,130.0,292.5,1,266.61,266.61,233.72,455.6,Yes,,NSF,2017-09-20,Norway,,Klubbstevne
Kristina Zhalevich,F,SBD,Raw,25.0,24-34,Amateur Open,51.0,52,47.5,52.5,57.5,,57.5,27.5,32.5,35.0,,35.0,62.5,70.0,75.0,,75.0,167.5,1,211.95,211.95,188.03,302.69,Yes,,WPC-RUS,2017-01-01,Russia,,Yamal Championships
Jasmin Jarquio,F,SBD,Raw,41.5,40-44,FR-M,45.8,47,65.0,70.0,72.5,,72.5,37.5,40.0,42.5,,42.5,92.5,102.5,107.5,,107.5,222.5,1,304.8,307.85,272.29,437.94,Yes,,USAPL,2018-07-21,USA,CT,CT Summer Showdown
Shari Davis,F,SBD,Raw,50.0,50-54,Open,84.46,90,,,,,62.5,,,,,37.5,,,,,115.0,215.0,1,191.21,216.06,167.09,330.94,,,USPA,2014-03-29,USA,TX,Texas State Powerlifting
Nicole Myers,F,SBD,Raw,37.0,35-39,Submasters 35-39,79.4,82.5,,,,,125.0,,,,,75.0,,,,,162.5,362.5,1,333.09,333.09,292.24,567.12,,,USPA,2016-07-08,USA,NV,National Powerlifting Championships
Anjie Linehan,F,SBD,Raw,,,Amateur Submasters 33-39,66.13,67.5,,,,,111.13,,,,,63.5,,,,,138.35,312.98,1,324.21,324.21,286.1,528.43,Yes,,RPS,2018-04-14,USA,PA,PowerPalooza 20
Talia Dequier,F,SBD,Raw,,,Juniors,53.7,57,,,,,85.0,,,,,35.0,,,,,112.5,232.5,1,282.69,282.69,250.31,425.11,Yes,,CPU,2015-06-20,Canada,SK,Unparalleled Open
Tove Hansen,F,SBD,Raw,,,Masters 60-69,55.5,57,50.0,55.0,60.0,,60.0,40.0,42.5,45.0,,45.0,80.0,85.0,90.0,,90.0,195.0,1,231.06,231.06,204.42,346.44,Yes,,NSF,2016-09-03,Norway,,Klubbmesterskap
Katie Funkhouser,F,SBD,Raw,26.5,24-34,FR-O,70.5,72,-127.5,132.5,-137.5,,132.5,57.5,60.0,62.5,,62.5,142.5,155.0,170.0,,170.0,365.0,5,361.35,361.35,318.47,600.62,Yes,,USAPL,2016-06-04,USA,MO,Missouri State Open
Sarah Mamo,F,SBD,Raw,19.0,18-19,Juniors 18-19,67.8,75,,,,,95.0,,,,,62.5,,,,,132.5,290.0,1,295.04,306.84,260.25,483.58,,,USPA,2015-05-16,USA,OH,Midwest Regional Powerlifting Championships
Natalie Lyness,F,SBD,Raw,,,F-C-Open,87.6,84+,95.0,100.0,105.0,,105.0,47.5,50.0,-52.5,,50.0,110.0,120.0,130.0,,130.0,285.0,2,249.15,249.15,217.09,430.89,Yes,,NIPF,2017-06-24,N.Ireland,,Open Raw Power
Roberta Le,F,SBD,Raw,,,Juniors,50.5,52,,,,,90.0,,,,,52.5,,,,,122.5,265.0,2,337.87,337.87,299.86,504.57,Yes,,CPU,2018-06-30,Canada,AB,Alberta Provincial Championship
Michell Thao,F,SBD,Raw,17.0,16-17,Juniors 16-17,56.0,56,,,,,70.0,,,,,45.0,,,,,107.5,222.5,1,261.79,282.74,231.57,397.94,,,USPA,2015-04-11,USA,CA,No Limit Best of the West Classic
Whitney Murdock,F,SBD,Raw,26.0,24-34,Open,67.0,67.5,,,,,112.5,,,,,57.5,,,,,150.0,320.0,2,328.35,328.35,289.69,537.44,,,USPA,2017-04-29,USA,MO,Central States Powerlifting Championship
Rebecca Nicholson,F,SBD,Raw,,,F-C-Open,61.6,63,112.5,120.0,-125.0,,120.0,55.0,-60.0,-60.0,,55.0,120.0,130.0,140.0,,140.0,315.0,1,344.14,344.14,303.96,549.35,Yes,,EPA,2015-05-16,England,,Greater London Divisional - May
Sara Joseph,F,SBD,Raw,22.0,20-23,Juniors 20-23,58.35,60,,,,,105.0,,,,,45.0,,,,,105.0,255.0,1,290.53,293.44,256.8,451.72,,,USPA,2018-03-03,USA,CA,Norcal Spring Throw Down
Kristen Hafford,F,SBD,Raw,26.5,24-34,FR-O,62.4,63,77.5,85.0,-95.0,,85.0,52.5,57.5,-62.5,,57.5,87.5,95.0,102.5,,102.5,245.0,2,265.04,265.04,234.06,420.8,Yes,,USAPL,2015-05-09,USA,AL,Border Bash
Miina Karu,F,SBD,Raw,29.5,24-34,Open,55.52,57,70.0,-80.0,-80.0,,70.0,52.5,55.0,60.0,,60.0,95.0,-100.0,100.0,,100.0,230.0,1,272.45,272.45,241.04,413.9,Yes,,SVNL,2015-08-29,Finland,,SKIP Klassinen voimanostokilpailu
Naomi Sheppard,F,SBD,Raw,24.0,24-34,F_O_R_WPC,74.2,75,130.0,140.0,145.0,,145.0,70.0,77.5,-80.0,,77.5,140.0,-150.0,150.0,,150.0,372.5,1,356.52,356.52,313.74,599.53,Yes,England,WPC,2016-06-06,England,,European Championships
Chloe Kipnis,F,SBD,Raw,25.5,24-34,FR-O,84.9,84+,130.0,142.5,-147.5,,142.5,57.5,65.0,-67.5,,65.0,132.5,152.5,-160.0,,152.5,360.0,3,319.35,319.35,278.97,548.43,Yes,,USAPL,2018-04-14,USA,CA,California State Championship
Jannelle Van Den Bosch,F,SBD,Raw,,,Open,55.7,57,,,,,125.0,,,,,65.0,,,,,142.5,332.5,5,392.87,392.87,347.55,610.58,Yes,,CPU,2018-02-19,Canada,AB,Canadian Championship
Allison Mandell,F,SBD,Raw,25.5,24-34,FR-O,61.33,63,135.0,-142.5,142.5,,142.5,82.5,87.5,90.0,,90.0,150.0,160.0,170.0,,170.0,402.5,4,441.22,441.22,389.73,708.76,Yes,,USAPL,2019-03-01,USA,OH,Arnold A7 Raw Challenge
Samantha Harding,F,SBD,Raw,18.5,18-19,Juniors,59.95,63,55.0,62.5,67.5,,67.5,35.0,37.5,40.0,,40.0,100.0,112.5,117.5,,117.5,225.0,4,251.01,261.05,221.78,391.28,Yes,,SAPF,2017-03-14,South Africa,,South African Classic Powerlifting Championships
Hannah Hamrick,F,SBD,Raw,,,Open,67.5,67.5,,,,,95.25,,,,,40.82,,,,,127.01,263.08,1,268.51,268.51,236.86,438.54,,,SPF,2018-10-27,USA,VA,Halloween Howl
Liz Vallee,F,SBD,Raw,,,Masters 1,63.0,63,,,,,120.0,,,,,80.0,,,,,147.5,347.5,4,373.2,373.2,329.54,601.48,Yes,,CPU,2019-03-04,Canada,ON,National Championship
Alexandra O'Connell,F,SBD,Raw,26.5,24-34,FR-O,91.47,84+,100.0,-105.0,-110.0,,100.0,-65.0,-65.0,65.0,,65.0,117.5,127.5,137.5,,137.5,302.5,1,259.67,259.67,225.35,449.89,Yes,,USAPL,2018-06-02,USA,FL,Gulf Breeze Open
Devon Daugirda,F,SBD,Raw,33.0,24-34,Open,95.4,90+,,,,,112.5,,,,,67.5,,,,,142.5,322.5,1,272.57,272.57,235.48,471.81,,,USPA,2016-05-21,USA,TX,Clash of the Barbarians
Bindi Mehta,F,SBD,Raw,,,Juniors,51.1,52,,,,,110.0,,,,,60.0,,,,,125.0,295.0,2,372.73,372.73,330.63,562.76,Yes,,CPU,2018-08-24,Canada,ON,Central Canadian Championship
Diana Apolinario,F,SBD,Raw,23.0,20-23,Juniors 20-23,81.4,82.5,,,,,137.5,,,,,67.5,,,,,157.5,362.5,1,328.56,328.56,287.85,561.45,,,IPL,2018-04-28,USA,PA,Philadelphia Fit Expo
Shelley Kennedy,F,SBD,Raw,37.5,35-39,Open,61.06,63,60.0,62.5,-72.5,,62.5,-55.0,-55.0,-55.0,,,105.0,110.0,-115.0,,110.0,,DQ,,,,,Yes,,NZPF,2015-07-13,New Zealand,AKL,National Powerlifting Championships
Maria Mullaly,F,SBD,Raw,,,Juniors,55.0,57,,,,,95.0,,,,,57.5,,,,,117.5,270.0,7,322.2,322.2,285.11,493.28,Yes,,CPU,2018-02-19,Canada,AB,Canadian Championship
Jeri Munro,F,SBD,Raw,,,Open,71.2,72,,,,,122.5,,,,,67.5,,,,,165.0,355.0,15,349.1,349.1,307.6,581.46,Yes,,CPU,2018-02-19,Canada,AB,Canadian Championship
Patricia Duboise,F,SBD,Raw,51.5,50-54,FR-M,52.6,57,75.0,-77.5,77.5,,77.5,47.5,-52.5,-52.5,,47.5,112.5,115.0,117.5,,117.5,242.5,1,299.64,343.68,265.49,449.22,Yes,,USAPL,2018-12-08,USA,GA,Season of Strength
Naima Craft,F,SBD,Raw,35.0,35-39,Open,90.7,90+,,,,,117.5,,,,,67.5,,,,,160.0,345.0,1,297.16,297.16,258.1,512.99,,,USPA,2019-04-06,USA,CT,Connecticut State Championship
Amantha Richardson,F,SBD,Raw,,,F-C-Open,99.9,84+,85.0,95.0,105.0,,105.0,45.0,-55.0,55.0,,55.0,100.0,110.0,125.0,,125.0,285.0,3,237.36,237.36,203.93,412.44,Yes,,EPA,2018-07-15,England,,West Midlands Development Competition
Ronja Andersson,F,SBD,Raw,20.5,20-23,Juniors,62.55,63,125.0,132.5,137.5,,137.5,70.0,-75.0,75.0,,75.0,150.0,160.0,-170.0,,160.0,372.5,3,402.23,410.28,355.21,648.21,Yes,Sweden,NordicPF,2018-11-21,Iceland,,Nordic Powerlifting & Bench Press Championships
Heidi Charest,F,SBD,Raw,37.5,35-39,FR-O,65.5,72,117.5,122.5,130.0,,130.0,77.5,85.0,-90.0,,85.0,135.0,150.0,155.0,,155.0,370.0,2,385.98,385.98,340.65,629.75,Yes,,USAPL,2018-12-15,USA,SC,South Carolina State Championships
Alicia Frisbee,F,SBD,Raw,34.0,24-34,Open,65.4,67.5,,,,,145.0,,,,,82.5,,,,,155.0,382.5,8,399.47,399.47,352.56,651.94,,,USPA,2018-07-12,USA,NV,National Championships
Oksana Petrakova,F,SBD,Raw,35.0,35-39,Amateur Open,59.8,60,110.0,115.0,120.0,,120.0,67.5,70.0,-72.5,,70.0,135.0,-140.0,-140.0,,135.0,325.0,1,363.28,363.28,320.99,575.48,,Russia,WPU-RUS,2019-02-23,Russia,,Metropolis Tournament
Katelyn Wiles,F,SBD,Raw,,,Varsity,72.85,74.8,92.99,-104.33,-104.33,,92.99,63.5,-72.57,-72.57,,63.5,131.54,-142.88,147.42,,147.42,303.91,2,294.34,294.34,259.18,492.28,,,MHSPLA,2017-03-01,USA,MI,State Championships
Sarai Dominguez,F,SBD,Raw,28.0,24-34,Open,51.9,52,,,,,105.0,,,,,60.0,,,,,122.5,287.5,1,358.94,358.94,318.19,543.01,,,USPA,2016-05-21,USA,CA,Imperial Valley Open
Chloe Knittel,F,SBD,Raw,,,Open,75.0,75,,,,,95.25,,,,,49.9,,,,,95.25,240.4,4,228.53,228.53,201.03,384.5,,,SPF,2018-10-27,USA,VA,Halloween Howl
Dana Jones,F,SBD,Raw,43.5,40-44,Open,96.8,84+,117.5,127.5,-132.5,,127.5,52.5,-60.0,-60.0,,52.5,145.0,155.0,165.0,,165.0,345.0,1,290.16,299.15,250.26,501.12,Yes,,PA,2015-02-22,Australia,NSW,Top Lifter
Óluva Reinert,F,SBD,Raw,,40-44,Amateur Masters 40-44,74.15,75,,,,,125.0,,,,,57.5,,,,,140.0,322.5,1,308.8,308.8,271.75,518.84,Yes,,RPS,2017-06-17,USA,TX,Texas ASF Open
Rachael Ward,F,SBD,Raw,,45-49,F-C-M1,61.8,63,,,,,77.5,,,,,35.0,,,,,105.0,217.5,3,237.03,250.07,209.35,372.99,Yes,,EPA,2014-08-16,England,,All England Powerlifting Championships
Kim Power,F,SBD,Raw,,,Masters 2,55.74,57,95.0,100.0,-102.5,,100.0,52.5,-60.0,60.0,,60.0,105.0,112.5,-120.0,,112.5,272.5,3,321.8,321.8,284.67,494.93,Yes,Canada,CommonwealthPF,2015-12-01,Canada,BC,Commonwealth Championships
Solveig H. Sigurðardóttir,F,SBD,Raw,50.5,50-54,Masters 2,62.0,63,85.0,90.0,95.0,,95.0,47.5,50.0,-52.5,,50.0,112.5,120.0,125.0,,125.0,270.0,1,293.52,331.68,259.23,466.84,Yes,,KRAFT,2018-08-11,Iceland,,ÍM ungmenna og öldunga í klassískum kraftlyftingum
Kassidy Snell,F,SBD,Raw,15.5,16-17,FR-HS,66.49,67.5,95.0,105.0,-112.5,,105.0,-52.5,52.5,57.5,,57.5,95.0,102.5,-107.5,,102.5,265.0,12,273.42,308.97,241.26,444.54,Yes,,USAPL,2017-03-11,USA,WI,Wisconsin State High School Championships
Heini Kesämaa,F,SBD,Raw,32.5,24-34,Open,92.73,84+,65.0,75.0,90.0,,90.0,67.5,-80.0,80.0,,80.0,100.0,115.0,130.0,,130.0,300.0,1,256.17,256.17,222.0,444.17,Yes,,SVNL,2017-06-17,Finland,,Avoin klassinen voimanosto
Malin Ängerteg,F,SBD,Raw,,,Masters 1,62.15,63,,,,,112.5,,,,,62.5,,,,,137.5,312.5,1,339.09,339.09,299.48,542.6,Yes,,SSF,2016-05-04,Sweden,,U/J/V SM Styrkelyft - klassiskt
